COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,C11_6032,253.769639,-28.70926,0.999972,3.78147e-07,6.91217e-07,115000.0,33.1,57984.04334391,57984.06417722,ivo://eso.org/origfile?HARPS.2017-08-19T01:02:24.914_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-20T01:01:35.417&eso_download=file,ADP.2017-08-20T01:01:35.417
HARPS,C11_6032,253.769914,-28.70972,0.999972,3.7815e-07,6.91217e-07,115000.0,24.6,57984.97128316,57984.99211647,ivo://eso.org/origfile?HARPS.2017-08-19T23:18:38.865_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-21T01:01:17.676&eso_download=file,ADP.2017-08-21T01:01:17.676
HARPS,C11_6032,253.770099,-28.70973,0.999972,3.78151e-07,6.91216e-07,115000.0,18.5,57986.05153753,57986.06195418,ivo://eso.org/origfile?HARPS.2017-08-21T01:14:12.843_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-22T01:01:13.058&eso_download=file,ADP.2017-08-22T01:01:13.058
HARPS,C11_6032,253.770487,-28.70964,0.999972,3.78149e-07,6.91216e-07,115000.0,26.0,57986.99769961,57987.0150607,ivo://eso.org/origfile?HARPS.2017-08-21T23:56:41.246_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-23T01:01:25.329&eso_download=file,ADP.2017-08-23T01:01:25.329
HARPS,C11_6032,253.769534,-28.7094,0.999972,3.78147e-07,6.91216e-07,115000.0,25.7,57989.95952899,57989.9803623,ivo://eso.org/origfile?HARPS.2017-08-24T23:01:43.305_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-26T01:01:08.400&eso_download=file,ADP.2017-08-26T01:01:08.400
HARPS,C11_6032,253.769836,-28.70928,0.999972,3.7814600000000003e-07,6.91215e-07,115000.0,31.3,57990.97507421,57990.99590752,ivo://eso.org/origfile?HARPS.2017-08-25T23:24:06.412_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-27T01:01:10.910&eso_download=file,ADP.2017-08-27T01:01:10.910
HARPS,C11_6032,253.770772,-28.70968,0.999972,3.78152e-07,6.91215e-07,115000.0,40.9,57991.97169901,57991.99253232,ivo://eso.org/origfile?HARPS.2017-08-26T23:19:14.794_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-08-28T01:01:15.848&eso_download=file,ADP.2017-08-28T01:01:15.848
