Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Explore data (GLS),Data products (dat),Data products (csv),RA_deg,DEC_deg
HIP102042,20:40:46.0815,-06:47:50.604,CEMP-rs,5419.5,9.01,8.4,8.198,524.05,GLS of RVs | Inspect data,HIP102042_HARPS_RVBank_ver02.dat,HIP102042_HARPS_RVBank_ver02.csv,310.19200625,-6.79739
HIP102301,20:43:41.3298,-00:10:41.570,M1V,,13.31,11.471,10.705,26.17,GLS of RVs | Inspect data,HIP102301_HARPS_RVBank_ver02.dat,HIP102301_HARPS_RVBank_ver02.csv,310.92220749999996,-0.1782138888888889
HIP102329,20:43:56.9639,-05:35:24.829,F0V,7028.2,7.54,7.18,7.132,156.29,GLS of RVs | Inspect data,HIP102329_HARPS_RVBank_ver02.dat,HIP102329_HARPS_RVBank_ver02.csv,310.9873495833333,-5.590230277777778
HIP102495,20:46:18.3812,-23:04:49.900,K6.5V,,12.06,10.686,10.141,35.98,GLS of RVs | Inspect data,HIP102495_HARPS_RVBank_ver02.dat,HIP102495_HARPS_RVBank_ver02.csv,311.5765883333333,-23.080527777777778
HIP10258,02:11:57.9810,+04:21:41.767,K3.5,4567.5,,,9.421,46.84,GLS of RVs | Inspect data,HIP10258_HARPS_RVBank_ver02.dat,HIP10258_HARPS_RVBank_ver02.csv,32.991587499999994,4.361601944444444
HIP102964,20:51:39.1681,-45:27:21.543,K3Vk:,4798.1,10.71,9.71,9.391,38.86,GLS of RVs | Inspect data,HIP102964_HARPS_RVBank_ver02.dat,HIP102964_HARPS_RVBank_ver02.csv,312.91320041666665,-45.45598416666667
HIP103019,20:52:16.3988,-39:59:50.580,K6.5Vk:,4134.8,11.72,10.39,9.764,28.01,GLS of RVs | Inspect data,HIP103019_HARPS_RVBank_ver02.dat,HIP103019_HARPS_RVBank_ver02.csv,313.0683283333333,-39.99738333333333
HIP103039,20:52:33.0166,-16:58:29.003,M4V,,13.029,11.458,10.082,5.62,GLS of RVs | Inspect data,HIP103039_HARPS_RVBank_ver02.dat,HIP103039_HARPS_RVBank_ver02.csv,313.13756916666665,-16.974723055555554
HIP103150,20:53:56.9789,-02:45:57.316,K4V,,12.48,11.081,10.455,32.31,GLS of RVs | Inspect data,HIP103150_HARPS_RVBank_ver02.dat,HIP103150_HARPS_RVBank_ver02.csv,313.4874120833333,-2.765921111111111
HIP103586,20:59:17.1884,+08:38:15.657,K5,3810.4,9.89,8.28,7.394,761.73,GLS of RVs | Inspect data,HIP103586_HARPS_RVBank_ver02.dat,HIP103586_HARPS_RVBank_ver02.csv,314.82161833333333,8.6376825
HIP103867,21:02:47.1683,-64:17:42.376,K7V,4424.5,12.5,10.96,10.568,49.28,GLS of RVs | Inspect data,HIP103867_HARPS_RVBank_ver02.dat,HIP103867_HARPS_RVBank_ver02.csv,315.69653458333335,-64.29510444444445
HIP10395,02:13:53.6254,-32:02:28.471,M2Vk,,11.822,10.324,9.405,12.8,GLS of RVs | Inspect data,HIP10395_HARPS_RVBank_ver02.dat,HIP10395_HARPS_RVBank_ver02.csv,33.473439166666665,-32.041241944444444
HIP103972,21:03:58.2875,-06:08:25.114,K5V,,11.4,10.48,10.142,48.95,GLS of RVs | Inspect data,HIP103972_HARPS_RVBank_ver02.dat,HIP103972_HARPS_RVBank_ver02.csv,315.9928645833333,-6.140309444444445
HIP104083,21:05:13.3043,-66:57:28.299,G2V,5922.5,9.81,9.2,9.088,110.09,GLS of RVs | Inspect data,HIP104083_HARPS_RVBank_ver02.dat,HIP104083_HARPS_RVBank_ver02.csv,316.3054345833333,-66.95786083333334
HIP1044,00:13:02.5728,-45:10:36.324,K6Vk:,4188.0,12.004,10.706,10.222,38.83,GLS of RVs | Inspect data,HIP1044_HARPS_RVBank_ver02.dat,HIP1044_HARPS_RVBank_ver02.csv,3.2607199999999996,-45.17675666666666
HIP104644,21:11:49.5681,-43:36:49.149,M6V,,13.601,11.998,11.01,15.78,GLS of RVs | Inspect data,HIP104644_HARPS_RVBank_ver02.dat,HIP104644_HARPS_RVBank_ver02.csv,317.95653374999995,-43.6136525
HIP104856,21:14:27.7745,-74:02:48.482,,,11.01,10.0,9.797,57.95,GLS of RVs | Inspect data,HIP104856_HARPS_RVBank_ver02.dat,HIP104856_HARPS_RVBank_ver02.csv,318.6157270833333,-74.04680055555555
HIP105368,21:20:32.5587,-23:36:27.187,K7V,,11.67,10.65,10.192,49.58,GLS of RVs | Inspect data,HIP105368_HARPS_RVBank_ver02.dat,HIP105368_HARPS_RVBank_ver02.csv,320.13566124999994,-23.607551944444445
HIP105506,21:22:08.6687,-51:21:18.825,K0,4775.6,10.88,9.77,9.429,42.55,GLS of RVs | Inspect data,HIP105506_HARPS_RVBank_ver02.dat,HIP105506_HARPS_RVBank_ver02.csv,320.5361195833333,-51.35522916666667
HIP106568,21:34:54.9741,-20:15:09.788,F7V,6261.0,7.22,6.72,6.622,58.53,GLS of RVs | Inspect data,HIP106568_HARPS_RVBank_ver02.dat,HIP106568_HARPS_RVBank_ver02.csv,323.72905875,-20.25271888888889
HIP10689,02:17:32.9641,-53:59:52.177,,5393.7,,13.0,13.195,672.63,GLS of RVs | Inspect data,HIP10689_HARPS_RVBank_ver02.dat,HIP10689_HARPS_RVBank_ver02.csv,34.38735041666666,-53.99782694444445
HIP106931,21:39:20.9270,-37:08:27.772,G6V,5597.8,8.77,8.06,7.905,38.44,GLS of RVs | Inspect data,HIP106931_HARPS_RVBank_ver02.dat,HIP106931_HARPS_RVBank_ver02.csv,324.8371958333333,-37.14104777777778
HIP107133,21:42:04.0497,-30:35:39.405,K6+Vk:,4248.0,12.1,10.5,9.908,31.96,GLS of RVs | Inspect data,HIP107133_HARPS_RVBank_ver02.dat,HIP107133_HARPS_RVBank_ver02.csv,325.51687374999995,-30.594279166666666
HIP107345,21:44:30.1227,-60:58:38.894,M0Ve,3972.0,13.0,11.628,10.94,46.27,GLS of RVs | Inspect data,HIP107345_HARPS_RVBank_ver02.dat,HIP107345_HARPS_RVBank_ver02.csv,326.12551124999993,-60.977470555555556
HIP10741,02:18:14.0433,-36:20:12.315,K2V,4838.0,11.0,9.91,9.649,46.63,GLS of RVs | Inspect data,HIP10741_HARPS_RVBank_ver02.dat,HIP10741_HARPS_RVBank_ver02.csv,34.558513749999996,-36.33675416666667
HIP107772,21:49:59.7857,-41:14:42.138,M0V,,11.937,10.544,9.936,23.64,GLS of RVs | Inspect data,HIP107772_HARPS_RVBank_ver02.dat,HIP107772_HARPS_RVBank_ver02.csv,327.4991070833333,-41.24503833333333
HIP108020,21:53:02.7220,-64:13:02.677,K6.5V,4388.2,11.09,9.89,9.401,28.4,GLS of RVs | Inspect data,HIP108020_HARPS_RVBank_ver02.dat,HIP108020_HARPS_RVBank_ver02.csv,328.2613416666666,-64.21741027777777
HIP108065,21:53:41.8140,-28:40:14.204,G7V,,8.55,7.82,7.648,38.21,GLS of RVs | Inspect data,HIP108065_HARPS_RVBank_ver02.dat,HIP108065_HARPS_RVBank_ver02.csv,328.4242249999999,-28.670612222222225
HIP108095,21:54:03.8663,-17:09:41.293,G1/2V,5956.0,9.06,8.59,8.388,56.24,GLS of RVs | Inspect data,HIP108095_HARPS_RVBank_ver02.dat,HIP108095_HARPS_RVBank_ver02.csv,328.5161095833333,-17.161470277777777
HIP108216,21:55:24.8500,-61:12:36.156,K4.5V,,10.87,9.82,9.458,35.08,GLS of RVs | Inspect data,HIP108216_HARPS_RVBank_ver02.dat,HIP108216_HARPS_RVBank_ver02.csv,328.8535416666667,-61.21004333333334
HIP108340,21:56:56.6970,-61:50:46.320,ApSrEuCr,8140.0,7.42,7.19,7.184,121.95,GLS of RVs | Inspect data,HIP108340_HARPS_RVBank_ver02.dat,HIP108340_HARPS_RVBank_ver02.csv,329.23623749999996,-61.8462
HIP108576,21:59:40.1160,+16:02:17.981,K0,4992.4,10.55,9.74,9.621,79.13,GLS of RVs | Inspect data,HIP108576_HARPS_RVBank_ver02.dat,HIP108576_HARPS_RVBank_ver02.csv,329.91715,16.038328055555557
HIP108930,22:04:05.8173,-69:55:29.834,K4,,12.01,11.11,10.388,33.65,GLS of RVs | Inspect data,HIP108930_HARPS_RVBank_ver02.dat,HIP108930_HARPS_RVBank_ver02.csv,331.02423874999994,-69.9249538888889
HIP109012,22:05:05.7440,-35:10:54.216,G8V,,9.343,8.553,8.405,49.38,GLS of RVs | Inspect data,HIP109012_HARPS_RVBank_ver02.dat,HIP109012_HARPS_RVBank_ver02.csv,331.2739333333333,-35.18172666666666
HIP109149,22:06:34.9248,-34:24:30.673,K3V,4840.0,11.4,10.2,9.926,58.8,GLS of RVs | Inspect data,HIP109149_HARPS_RVBank_ver02.dat,HIP109149_HARPS_RVBank_ver02.csv,331.64552,-34.408520277777775
HIP109368,22:09:27.8466,-78:55:38.661,K5,,11.8,10.95,10.535,56.96,GLS of RVs | Inspect data,HIP109368_HARPS_RVBank_ver02.dat,HIP109368_HARPS_RVBank_ver02.csv,332.3660274999999,-78.92740583333334
HIP109421,22:10:08.0717,-42:54:08.290,K6Vk:,4274.5,11.66,10.36,9.837,34.28,GLS of RVs | Inspect data,HIP109421_HARPS_RVBank_ver02.dat,HIP109421_HARPS_RVBank_ver02.csv,332.5336320833333,-42.90230277777778
HIP109638,22:12:35.9448,+08:33:11.611,M3.0V,,13.545,11.982,10.908,15.9,GLS of RVs | Inspect data,HIP109638_HARPS_RVBank_ver02.dat,HIP109638_HARPS_RVBank_ver02.csv,333.14977,8.553225277777779
HIP110258,22:20:01.6124,-49:03:39.572,K6.5Vk:,,12.33,10.92,10.383,37.69,GLS of RVs | Inspect data,HIP110258_HARPS_RVBank_ver02.dat,HIP110258_HARPS_RVBank_ver02.csv,335.00671833333325,-49.06099222222222
HIP110443,22:22:16.2061,-54:33:38.204,K7Vk:,,10.338,8.992,8.41,13.13,GLS of RVs | Inspect data,HIP110443_HARPS_RVBank_ver02.dat,HIP110443_HARPS_RVBank_ver02.csv,335.5675254166666,-54.56061222222222
HIP110655,22:25:02.8529,-33:12:16.541,K6+Vk:,4136.5,11.74,10.68,10.034,32.74,GLS of RVs | Inspect data,HIP110655_HARPS_RVBank_ver02.dat,HIP110655_HARPS_RVBank_ver02.csv,336.2618870833333,-33.204594722222225
HIP110692,22:25:36.5462,-34:54:34.496,K5V,4492.7,11.6,10.4,10.078,42.39,GLS of RVs | Inspect data,HIP110692_HARPS_RVBank_ver02.dat,HIP110692_HARPS_RVBank_ver02.csv,336.4022758333333,-34.90958222222222
HIP110714,22:25:52.6859,-37:11:52.397,K6.5Vk:,4176.0,11.7,10.427,9.898,32.89,GLS of RVs | Inspect data,HIP110714_HARPS_RVBank_ver02.dat,HIP110714_HARPS_RVBank_ver02.csv,336.4695245833333,-37.19788805555555
HIP111162,22:31:13.4167,-22:59:47.699,F8/G0V,6324.8,8.73,8.18,7.998,135.79,GLS of RVs | Inspect data,HIP111162_HARPS_RVBank_ver02.dat,HIP111162_HARPS_RVBank_ver02.csv,337.80590291666664,-22.996583055555558
HIP111978,22:40:55.1705,-31:59:24.214,K0IV-V,,8.19,7.39,7.217,26.67,GLS of RVs | Inspect data,HIP111978_HARPS_RVBank_ver02.dat,HIP111978_HARPS_RVBank_ver02.csv,340.22987708333335,-31.990059444444444
HIP1119,00:14:00.1007,-10:57:13.206,K0,4965.3,10.41,9.36,9.145,42.37,GLS of RVs | Inspect data,HIP1119_HARPS_RVBank_ver02.dat,HIP1119_HARPS_RVBank_ver02.csv,3.500419583333333,-10.953668333333333
HIP112414,22:46:08.0342,-48:58:43.758,G0.5V,5817.7,7.25,6.62,6.483,39.46,GLS of RVs | Inspect data,HIP112414_HARPS_RVBank_ver02.dat,HIP112414_HARPS_RVBank_ver02.csv,341.5334758333333,-48.97882166666667
HIP112703,22:49:26.0385,-58:15:12.307,M0V,,12.27,10.8,10.208,36.9,GLS of RVs | Inspect data,HIP112703_HARPS_RVBank_ver02.dat,HIP112703_HARPS_RVBank_ver02.csv,342.3584937499999,-58.25341861111111
HIP113030,22:53:28.9516,-30:53:46.712,K0,5069.8,10.37,9.53,9.222,60.14,GLS of RVs | Inspect data,HIP113030_HARPS_RVBank_ver02.dat,HIP113030_HARPS_RVBank_ver02.csv,343.37063166666667,-30.89630888888889
HIP113244,22:55:56.8193,+05:45:18.346,M1V,,12.661,11.212,10.415,24.78,GLS of RVs | Inspect data,HIP113244_HARPS_RVBank_ver02.dat,HIP113244_HARPS_RVBank_ver02.csv,343.9867470833333,5.755096111111111
HIP113596,23:00:26.0623,-53:13:40.062,K5V,,11.664,10.506,10.09,44.31,GLS of RVs | Inspect data,HIP113596_HARPS_RVBank_ver02.dat,HIP113596_HARPS_RVBank_ver02.csv,345.1085929166666,-53.227795
HIP113602,23:00:33.4024,-23:57:10.308,M1:V,,13.089,11.554,10.683,19.7,GLS of RVs | Inspect data,HIP113602_HARPS_RVBank_ver02.dat,HIP113602_HARPS_RVBank_ver02.csv,345.13917666666663,-23.952863333333333
HIP113605,23:00:36.5913,-23:58:10.668,M2V,,13.096,11.573,10.691,19.69,GLS of RVs | Inspect data,HIP113605_HARPS_RVBank_ver02.dat,HIP113605_HARPS_RVBank_ver02.csv,345.1524637499999,-23.96963
HIP113850,23:03:20.8598,-49:43:34.017,M3V,3875.6,12.127,10.667,9.904,19.56,GLS of RVs | Inspect data,HIP113850_HARPS_RVBank_ver02.dat,HIP113850_HARPS_RVBank_ver02.csv,345.83691583333325,-49.72611583333334
HIP114044,23:05:43.5695,-34:22:16.431,K6Vk:,4255.6,12.01,10.78,10.203,38.86,GLS of RVs | Inspect data,HIP114044_HARPS_RVBank_ver02.dat,HIP114044_HARPS_RVBank_ver02.csv,346.43153958333323,-34.371230833333335
HIP114427,23:10:26.4089,-63:41:12.082,M0V,,12.75,11.39,10.762,35.93,GLS of RVs | Inspect data,HIP114427_HARPS_RVBank_ver02.dat,HIP114427_HARPS_RVBank_ver02.csv,347.61003708333334,-63.68668944444444
HIP114954,23:17:00.2219,-23:23:46.671,M0Vk:,,12.291,10.847,10.177,23.24,GLS of RVs | Inspect data,HIP114954_HARPS_RVBank_ver02.dat,HIP114954_HARPS_RVBank_ver02.csv,349.2509245833333,-23.3962975
HIP115126,23:19:06.7191,-13:27:31.825,G8.5IV,,5.95,5.18,4.948,25.38,GLS of RVs | Inspect data,HIP115126_HARPS_RVBank_ver02.dat,HIP115126_HARPS_RVBank_ver02.csv,349.77799624999994,-13.458840277777776
HIP115332,23:21:37.4486,+17:17:25.391,M3.5V,,13.236,11.71,10.359,10.6,GLS of RVs | Inspect data,HIP115332_HARPS_RVBank_ver02.dat,HIP115332_HARPS_RVBank_ver02.csv,350.4060358333333,17.29038638888889
HIP115344,23:21:48.8899,-36:54:05.135,K3V,4814.4,11.095,10.163,9.879,48.87,GLS of RVs | Inspect data,HIP115344_HARPS_RVBank_ver02.dat,HIP115344_HARPS_RVBank_ver02.csv,350.45370791666664,-36.901426388888886
HIP115381,23:22:23.7814,-00:24:53.529,K1V,,9.4,8.57,8.32,34.43,GLS of RVs | Inspect data,HIP115381_HARPS_RVBank_ver02.dat,HIP115381_HARPS_RVBank_ver02.csv,350.59908916666666,-0.4148691666666667
HIP11572,02:29:07.3416,+22:52:05.133,,,10.295,9.336,,,GLS of RVs | Inspect data,HIP11572_HARPS_RVBank_ver02.dat,HIP11572_HARPS_RVBank_ver02.csv,37.28059,22.8680925
HIP115861,23:28:26.8735,-37:45:25.619,G5V,5583.5,9.48,8.73,8.57,62.63,GLS of RVs | Inspect data,HIP115861_HARPS_RVBank_ver02.dat,HIP115861_HARPS_RVBank_ver02.csv,352.11197291666656,-37.75711638888889
HIP116003,23:30:13.4374,-20:23:27.458,M2Ve,,12.582,11.108,9.937,15.91,GLS of RVs | Inspect data,HIP116003_HARPS_RVBank_ver02.dat,HIP116003_HARPS_RVBank_ver02.csv,352.5559891666666,-20.390960555555555
HIP116110,23:31:35.5608,-62:55:22.516,,,10.161,9.368,9.168,52.99,GLS of RVs | Inspect data,HIP116110_HARPS_RVBank_ver02.dat,HIP116110_HARPS_RVBank_ver02.csv,352.89816999999994,-62.92292111111111
HIP116317,23:34:03.3344,+00:10:45.877,M2/3V,,12.638,11.16,10.177,14.04,GLS of RVs | Inspect data,HIP116317_HARPS_RVBank_ver02.dat,HIP116317_HARPS_RVBank_ver02.csv,353.5138933333333,0.17941027777777777
HIP116374,23:34:52.4789,-34:40:11.225,K5.5V,,11.46,10.28,9.715,38.43,GLS of RVs | Inspect data,HIP116374_HARPS_RVBank_ver02.dat,HIP116374_HARPS_RVBank_ver02.csv,353.7186620833333,-34.66978472222222
HIP116492,23:36:21.0406,-33:12:49.242,K4.5V,,11.34,10.18,9.681,40.45,GLS of RVs | Inspect data,HIP116492_HARPS_RVBank_ver02.dat,HIP116492_HARPS_RVBank_ver02.csv,354.08766916666667,-33.213678333333334
HIP116939,23:42:15.7567,-82:02:37.687,K5,,10.74,9.8,9.541,52.47,GLS of RVs | Inspect data,HIP116939_HARPS_RVBank_ver02.dat,HIP116939_HARPS_RVBank_ver02.csv,355.56565291666664,-82.04380194444444
HIP117219,23:46:01.2562,-40:10:57.236,A7III/IV,7821.0,6.503,6.302,6.289,66.74,GLS of RVs | Inspect data,HIP117219_HARPS_RVBank_ver02.dat,HIP117219_HARPS_RVBank_ver02.csv,356.5052341666666,-40.182565555555556
HIP11739,02:31:30.8038,-20:01:41.579,K6Vk:,4210.0,11.6,10.199,9.707,33.02,GLS of RVs | Inspect data,HIP11739_HARPS_RVBank_ver02.dat,HIP11739_HARPS_RVBank_ver02.csv,37.87834916666666,-20.02821638888889
HIP117865,23:54:24.2992,-31:18:02.131,K2,,11.06,9.96,9.561,42.49,GLS of RVs | Inspect data,HIP117865_HARPS_RVBank_ver02.dat,HIP117865_HARPS_RVBank_ver02.csv,358.6012466666666,-31.300591944444445
HIP117883,23:54:40.2073,-37:37:40.524,G8,5339.0,10.55,9.76,9.606,81.05,GLS of RVs | Inspect data,HIP117883_HARPS_RVBank_ver02.dat,HIP117883_HARPS_RVBank_ver02.csv,358.6675304166666,-37.627923333333335
HIP117911,23:54:59.4813,-12:57:35.381,K3V,4971.1,11.05,10.003,9.769,50.23,GLS of RVs | Inspect data,HIP117911_HARPS_RVBank_ver02.dat,HIP117911_HARPS_RVBank_ver02.csv,358.74783874999997,-12.959828055555555
HIP118040,23:56:35.4957,-50:18:13.463,G8V,5375.7,10.12,9.3,9.143,54.54,GLS of RVs | Inspect data,HIP118040_HARPS_RVBank_ver02.dat,HIP118040_HARPS_RVBank_ver02.csv,359.14789874999997,-50.30373972222222
HIP118180,23:58:22.0671,-53:48:33.828,K6.5Vk,4147.2,12.073,10.813,10.185,31.18,GLS of RVs | Inspect data,HIP118180_HARPS_RVBank_ver02.dat,HIP118180_HARPS_RVBank_ver02.csv,359.5919462499999,-53.809396666666665
HIP11890,02:33:19.5804,+04:25:28.410,F8,6043.7,10.62,10.14,10.098,165.96,GLS of RVs | Inspect data,HIP11890_HARPS_RVBank_ver02.dat,HIP11890_HARPS_RVBank_ver02.csv,38.33158499999999,4.424558333333334
HIP11989,02:34:36.7398,-42:10:19.804,K0,4886.7,11.05,9.99,9.698,48.96,GLS of RVs | Inspect data,HIP11989_HARPS_RVBank_ver02.dat,HIP11989_HARPS_RVBank_ver02.csv,38.6530825,-42.17216777777777
HIP12065,02:35:35.0310,-04:46:01.634,K4:V,4654.3,11.31,10.1,9.757,39.14,GLS of RVs | Inspect data,HIP12065_HARPS_RVBank_ver02.dat,HIP12065_HARPS_RVBank_ver02.csv,38.895962499999996,-4.767120555555556
HIP12147,02:36:35.5643,-74:06:33.188,,5030.0,10.79,9.88,9.634,50.3,GLS of RVs | Inspect data,HIP12147_HARPS_RVBank_ver02.dat,HIP12147_HARPS_RVBank_ver02.csv,39.14818458333333,-74.10921888888889
HIP12961,02:46:42.8869,-23:05:11.802,K5V,,11.651,10.237,9.603,23.42,GLS of RVs | Inspect data,HIP12961_HARPS_RVBank_ver02.dat,HIP12961_HARPS_RVBank_ver02.csv,41.678695416666656,-23.086611666666666
HIP13044,02:47:37.4429,-36:06:27.032,Fwl,6131.5,10.426,9.982,9.801,738.48,GLS of RVs | Inspect data,HIP13044_HARPS_RVBank_ver02.dat,HIP13044_HARPS_RVBank_ver02.csv,41.90601208333332,-36.10750888888889
HIP13345,02:51:44.4515,-08:16:09.563,K4V,4531.2,11.08,9.93,9.375,30.89,GLS of RVs | Inspect data,HIP13345_HARPS_RVBank_ver02.dat,HIP13345_HARPS_RVBank_ver02.csv,42.935214583333334,-8.269323055555557
HIP13600,02:55:16.2854,+17:53:30.158,K0,5600.0,9.52,8.8,8.647,53.28,GLS of RVs | Inspect data,HIP13600_HARPS_RVBank_ver02.dat,HIP13600_HARPS_RVBank_ver02.csv,43.817855833333326,17.891710555555555
HIP13685,02:56:16.4392,-50:11:26.584,M,,10.69,9.72,9.463,52.53,GLS of RVs | Inspect data,HIP13685_HARPS_RVBank_ver02.dat,HIP13685_HARPS_RVBank_ver02.csv,44.06849666666667,-50.19071777777778
HIP13801,02:57:42.7622,+23:57:44.573,K0,4995.1,9.37,10.11,9.5,59.77,GLS of RVs | Inspect data,HIP13801_HARPS_RVBank_ver02.dat,HIP13801_HARPS_RVBank_ver02.csv,44.428175833333334,23.96238138888889
HIP13806,02:57:46.6725,+29:39:41.267,K0V,5152.5,9.778,,8.682,41.35,GLS of RVs | Inspect data,HIP13806_HARPS_RVBank_ver02.dat,HIP13806_HARPS_RVBank_ver02.csv,44.44446875,29.661463055555554
HIP13977,03:00:03.0771,+09:10:43.685,,5167.9,,,9.785,63.83,GLS of RVs | Inspect data,HIP13977_HARPS_RVBank_ver02.dat,HIP13977_HARPS_RVBank_ver02.csv,45.012821249999995,9.178801388888889
HIP14101,03:01:51.3895,-16:35:36.110,M3.5+M3.0,,,,,,GLS of RVs | Inspect data,HIP14101_HARPS_RVBank_ver02.dat,HIP14101_HARPS_RVBank_ver02.csv,45.46412291666666,-16.593363888888888
HIP14313,03:04:36.9863,-51:19:06.673,K1IV,5145.5,,,8.377,,GLS of RVs | Inspect data,HIP14313_HARPS_RVBank_ver02.dat,HIP14313_HARPS_RVBank_ver02.csv,46.15410958333333,-51.31852027777778
HIP14475,03:06:48.8142,-04:48:30.702,G0,5456.3,9.94,9.27,9.047,60.57,GLS of RVs | Inspect data,HIP14475_HARPS_RVBank_ver02.dat,HIP14475_HARPS_RVBank_ver02.csv,46.70339249999999,-4.808528333333333
HIP14593,03:08:25.6693,-24:10:03.323,K4V,4256.8,11.43,10.06,9.599,28.63,GLS of RVs | Inspect data,HIP14593_HARPS_RVBank_ver02.dat,HIP14593_HARPS_RVBank_ver02.csv,47.106955416666665,-24.167589722222225
HIP14792,03:11:01.0984,+09:59:22.761,G0,5832.4,10.22,,9.492,105.13,GLS of RVs | Inspect data,HIP14792_HARPS_RVBank_ver02.dat,HIP14792_HARPS_RVBank_ver02.csv,47.75457666666666,9.989655833333332
HIP15300,03:17:22.8610,+26:18:54.095,K4V,4077.5,12.51,,,,GLS of RVs | Inspect data,HIP15300_HARPS_RVBank_ver02.dat,HIP15300_HARPS_RVBank_ver02.csv,49.34525416666666,26.31502638888889
HIP15360,03:18:03.9801,-30:24:11.771,M1V,,12.483,10.998,10.226,22.02,GLS of RVs | Inspect data,HIP15360_HARPS_RVBank_ver02.dat,HIP15360_HARPS_RVBank_ver02.csv,49.516583749999995,-30.40326972222222
HIP15368,03:18:07.6726,+08:02:39.437,,4987.0,12.38,11.49,11.414,206.92,GLS of RVs | Inspect data,HIP15368_HARPS_RVBank_ver02.dat,HIP15368_HARPS_RVBank_ver02.csv,49.53196916666666,8.044288055555555
HIP15532,03:20:06.7439,+12:43:06.797,F8,4998.9,11.3,10.6,10.282,259.98,GLS of RVs | Inspect data,HIP15532_HARPS_RVBank_ver02.dat,HIP15532_HARPS_RVBank_ver02.csv,50.02809958333333,12.718554722222223
HIP15563,03:20:29.1950,+08:27:16.023,K4/5V,4575.1,10.766,,9.213,31.64,GLS of RVs | Inspect data,HIP15563_HARPS_RVBank_ver02.dat,HIP15563_HARPS_RVBank_ver02.csv,50.12164583333333,8.454450833333333
HIP15587,03:20:46.6560,-62:16:28.125,,,10.71,9.94,9.778,67.19,GLS of RVs | Inspect data,HIP15587_HARPS_RVBank_ver02.dat,HIP15587_HARPS_RVBank_ver02.csv,50.194399999999995,-62.274479166666666
HIP1608,00:20:08.3815,-17:03:40.998,M1+Vk:,3954.1,13.2,13.642,10.845,22.84,GLS of RVs | Inspect data,HIP1608_HARPS_RVBank_ver02.dat,HIP1608_HARPS_RVBank_ver02.csv,5.034922916666666,-17.061388333333333
HIP16094,03:27:18.7274,-36:15:42.575,K3-V,4804.3,10.64,9.66,9.351,41.49,GLS of RVs | Inspect data,HIP16094_HARPS_RVBank_ver02.dat,HIP16094_HARPS_RVBank_ver02.csv,51.82803083333333,-36.26182638888889
HIP16377,03:30:59.7542,-00:07:34.207,F8,5732.5,10.7,10.2,10.029,113.79,GLS of RVs | Inspect data,HIP16377_HARPS_RVBank_ver02.dat,HIP16377_HARPS_RVBank_ver02.csv,52.748975833333326,-0.1261686111111111
HIP16445,03:31:47.1391,+14:19:17.740,M2.5V,,13.846,12.263,11.281,20.19,GLS of RVs | Inspect data,HIP16445_HARPS_RVBank_ver02.dat,HIP16445_HARPS_RVBank_ver02.csv,52.94641291666666,14.321594444444445
HIP16529,03:32:50.0788,+23:41:31.872,G5,5185.6,9.719,,8.641,41.97,GLS of RVs | Inspect data,HIP16529_HARPS_RVBank_ver02.dat,HIP16529_HARPS_RVBank_ver02.csv,53.20866166666666,23.692186666666668
HIP16536,03:32:55.8571,-44:42:07.003,M2.5V,,13.063,11.478,10.391,10.97,GLS of RVs | Inspect data,HIP16536_HARPS_RVBank_ver02.dat,HIP16536_HARPS_RVBank_ver02.csv,53.23273791666666,-44.70194527777778
HIP16548,03:33:05.2980,+04:57:29.239,K4/5,3568.3,13.239,11.772,11.306,54.88,GLS of RVs | Inspect data,HIP16548_HARPS_RVBank_ver02.dat,HIP16548_HARPS_RVBank_ver02.csv,53.272074999999994,4.958121944444445
HIP16639,03:34:07.3108,+24:20:40.002,F5,6085.8,10.043,9.556,9.434,137.73,GLS of RVs | Inspect data,HIP16639_HARPS_RVBank_ver02.dat,HIP16639_HARPS_RVBank_ver02.csv,53.53046166666665,24.344445
HIP16896,03:37:22.6890,+18:35:48.785,F8III:p,6076.7,9.22,8.73,8.604,87.64,GLS of RVs | Inspect data,HIP16896_HARPS_RVBank_ver02.dat,HIP16896_HARPS_RVBank_ver02.csv,54.344537499999994,18.59688472222222
HIP16908,03:37:34.9779,+21:20:35.451,K0V,5016.1,10.282,9.362,9.121,45.34,GLS of RVs | Inspect data,HIP16908_HARPS_RVBank_ver02.dat,HIP16908_HARPS_RVBank_ver02.csv,54.39574124999999,21.34318083333333
HIP16979,03:38:22.5789,+22:29:58.842,F8,5879.8,10.607,10.065,9.941,135.34,GLS of RVs | Inspect data,HIP16979_HARPS_RVBank_ver02.dat,HIP16979_HARPS_RVBank_ver02.csv,54.59407874999999,22.499678333333335
HIP17044,03:39:13.4727,+24:27:59.481,,5732.8,10.941,10.34,10.226,142.28,GLS of RVs | Inspect data,HIP17044_HARPS_RVBank_ver02.dat,HIP17044_HARPS_RVBank_ver02.csv,54.806136249999994,24.4665225
HIP17125,03:40:03.0822,+27:44:25.850,F5,6219.5,10.073,9.573,9.504,139.31,GLS of RVs | Inspect data,HIP17125_HARPS_RVBank_ver02.dat,HIP17125_HARPS_RVBank_ver02.csv,55.0128425,27.74051388888889
