toi,name,exofop_url,harps_url
TOI0880,HD43629,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0880,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD43629_RVs/HD43629_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0883,TYC4813-492-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0883,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC4813-492-1_RVs/TYC4813-492-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0903,TYC9159-80-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0903,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9159-80-1_RVs/TYC9159-80-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0905,TOI-905,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0905,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-905_RVs/TOI-905_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0907,TYC9057-870-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0907,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9057-870-1_RVs/TYC9057-870-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0908,TOI-908,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0908,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-908_RVs/TOI-908_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0938,TYC5315-221-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0938,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC5315-221-1_RVs/TYC5315-221-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0941,TYC111-1915-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0941,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC111-1915-1_RVs/TYC111-1915-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0954,CD-251737,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0954,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-251737_RVs/CD-251737_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0966,TYC4851-299-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0966,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC4851-299-1_RVs/TYC4851-299-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI0969,TYC183-755-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-0969,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC183-755-1_RVs/TYC183-755-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1011,HD61051,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1011,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD61051_RVs/HD61051_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1036,CD-415929,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1036,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-415929_RVs/CD-415929_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1050,WASP-17,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1050,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-17_RVs/WASP-17_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1052,HD212729,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1052,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD212729_RVs/HD212729_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1054,HD190622,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1054,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD190622_RVs/HD190622_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1055,HD183579,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1055,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD183579_RVs/HD183579_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1060,HD188394,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1060,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD188394_RVs/HD188394_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1062,TOI-1062,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1062,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-1062_RVs/TOI-1062_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1097,HD109833,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1097,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD109833_RVs/HD109833_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1099,GJ4230,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1099,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ4230_RVs/GJ4230_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1130,TOI-1130,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1130,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-1130_RVs/TOI-1130_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1203,HD97507,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1203,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD97507_RVs/HD97507_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1229,TYC9173-77-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1229,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9173-77-1_RVs/TYC9173-77-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1233,HD108236,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1233,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD108236_RVs/HD108236_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1338,TOI-1338,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1338,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-1338_RVs/TOI-1338_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1773,HD75732,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1773,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD75732_RVs/HD75732_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1793,HD95338,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1793,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD95338_RVs/HD95338_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1821,HD97658,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1821,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD97658_RVs/HD97658_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1833,WASP-54,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1833,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-54_RVs/WASP-54_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1839,TYC304-865-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1839,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC304-865-1_RVs/TYC304-865-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1904,TYC8229-2228-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1904,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8229-2228-1_RVs/TYC8229-2228-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1905,WASP-107,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1905,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-107_RVs/WASP-107_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1934,TYC7282-1298-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1934,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7282-1298-1_RVs/TYC7282-1298-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1963,TYC8684-1786-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1963,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8684-1786-1_RVs/TYC8684-1786-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI1970,TYC8647-2057-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-1970,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8647-2057-1_RVs/TYC8647-2057-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2000,TYC8954-1014-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2000,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8954-1014-1_RVs/TYC8954-1014-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2194,GJ1246,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2194,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ1246_RVs/GJ1246_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2196,TYC9325-163-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2196,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9325-163-1_RVs/TYC9325-163-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2197,HD197286,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2197,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD197286_RVs/HD197286_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2199,TYC7971-310-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2199,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7971-310-1_RVs/TYC7971-310-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2202,TOI-2202,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2202,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-2202_RVs/TOI-2202_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2221,GJ803,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2221,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ803_RVs/GJ803_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2328,TYC9361-870-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2328,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9361-870-1_RVs/TYC9361-870-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2338,TYC7063-698-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2338,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7063-698-1_RVs/TYC7063-698-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2386,TYC5839-876-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2386,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC5839-876-1_RVs/TYC5839-876-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2403,BD+01316,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2403,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD+01316_RVs/BD+01316_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2425,TYC4682-800-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2425,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC4682-800-1_RVs/TYC4682-800-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2426,BD-21521,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2426,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD-21521_RVs/BD-21521_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2427,TOI-2427,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2427,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-2427_RVs/TOI-2427_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2447,CD-321952,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2447,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-321952_RVs/CD-321952_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2449,CD-341735,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2449,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-341735_RVs/CD-341735_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2473,HD287319,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2473,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD287319_RVs/HD287319_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2488,TYC8448-76-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2488,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8448-76-1_RVs/TYC8448-76-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2526,TYC9063-510-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2526,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9063-510-1_RVs/TYC9063-510-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2534,TYC8829-3-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2534,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8829-3-1_RVs/TYC8829-3-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2540,HD274255,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2540,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD274255_RVs/HD274255_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2548,TYC211-706-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2548,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC211-706-1_RVs/TYC211-706-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2556,TYC797-248-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2556,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC797-248-1_RVs/TYC797-248-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2589,TYC7102-426-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2589,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7102-426-1_RVs/TYC7102-426-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2634,TYC50-821-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2634,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC50-821-1_RVs/TYC50-821-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2643,K2-132,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2643,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/K2-132_RVs/K2-132_HARPS_RVBank_ver02_rvsonly.dat&run
TOI2670,TYC7150-787-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-2670,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7150-787-1_RVs/TYC7150-787-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI3185,TYC8252-1071-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-3185,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8252-1071-1_RVs/TYC8252-1071-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI3837,TYC1968-371-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-3837,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC1968-371-1_RVs/TYC1968-371-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4187,HD20143,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4187,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD20143_RVs/HD20143_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4304,BD+101799,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4304,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD+101799_RVs/BD+101799_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4320,HD21520,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4320,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD21520_RVs/HD21520_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4324,GJ3563,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4324,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ3563_RVs/GJ3563_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4326,HD220928,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4326,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD220928_RVs/HD220928_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4399,HD178085,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4399,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD178085_RVs/HD178085_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4470,GJ4130,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4470,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ4130_RVs/GJ4130_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4507,HD269434,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4507,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD269434_RVs/HD269434_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4512,EPIC210558622,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4512,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/EPIC210558622_RVs/EPIC210558622_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4517,GJ9827,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4517,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ9827_RVs/GJ9827_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4523,TYC2-1155-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4523,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC2-1155-1_RVs/TYC2-1155-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4527,GJ3084,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4527,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ3084_RVs/GJ3084_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4534,K2-55,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4534,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/K2-55_RVs/K2-55_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4601,HD284113,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4601,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD284113_RVs/HD284113_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4604,HD285181,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4604,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD285181_RVs/HD285181_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4606,HD286123,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4606,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD286123_RVs/HD286123_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4611,HD284927,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4611,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD284927_RVs/HD284927_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4621,WASP-181,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4621,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-181_RVs/WASP-181_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4630,CD-2412030,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4630,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-2412030_RVs/CD-2412030_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4648,BD+10125,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4648,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD+10125_RVs/BD+10125_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4706,TYC6504-948-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4706,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC6504-948-1_RVs/TYC6504-948-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4739,HD295605,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4739,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD295605_RVs/HD295605_HARPS_RVBank_ver02_rvsonly.dat&run
TOI4909,TYC8233-68-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-4909,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8233-68-1_RVs/TYC8233-68-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5068,EPIC211359660,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5068,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/EPIC211359660_RVs/EPIC211359660_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5089,EPIC211730024,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5089,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/EPIC211730024_RVs/EPIC211730024_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5094,GJ3470,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5094,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ3470_RVs/GJ3470_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5141,HD89345,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5141,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD89345_RVs/HD89345_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5144,BD+072474,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5144,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD+072474_RVs/BD+072474_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5153,TYC5940-155-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5153,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC5940-155-1_RVs/TYC5940-155-1_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5168,K2-27,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5168,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/K2-27_RVs/K2-27_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5170,EPIC211647930,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5170,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/EPIC211647930_RVs/EPIC211647930_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5177,HD89577,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5177,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD89577_RVs/HD89577_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5178,K2-165,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5178,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/K2-165_RVs/K2-165_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5520,K2-266,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5520,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/K2-266_RVs/K2-266_HARPS_RVBank_ver02_rvsonly.dat&run
TOI5542,TYC9086-1210-1,https://exofop.ipac.caltech.edu/tess/target.php?id=TOI-5542,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9086-1210-1_RVs/TYC9086-1210-1_HARPS_RVBank_ver02_rvsonly.dat&run
