COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,GJ1252,306.93081,-56.45877,0.999972,3.7814800000000003e-07,6.91289e-07,115000.0,5.6,54660.36827079,54660.37868746,ivo://eso.org/origfile?HARPS.2008-07-13T08:50:18.596_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:12:49.087&eso_download=file,ADP.2014-09-18T12:12:49.087
HARPS,GJ1252,306.9315,-56.45824,0.999972,3.78156e-07,6.91291e-07,115000.0,9.7,54658.31672166,54658.32713833,ivo://eso.org/origfile?HARPS.2008-07-11T07:36:04.751_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:13:57.770&eso_download=file,ADP.2014-09-18T12:13:57.770
HARPS,GJ1252,306.926077,-56.46212,0.999972,3.78134e-07,6.9125e-07,115000.0,5.9,55801.06135425,55801.07177091,ivo://eso.org/origfile?HARPS.2011-08-28T01:28:21.007_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:32:46.800&eso_download=file,ADP.2014-09-25T15:32:46.800
HARPS,GJ1252,306.927838,-56.46112,0.999972,3.78123e-07,6.91236e-07,115000.0,10.8,55826.10622895,55826.11664568,ivo://eso.org/origfile?HARPS.2011-09-22T02:32:58.181_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:35:05.687&eso_download=file,ADP.2014-09-25T15:35:05.687
HARPS,GJ1252,306.926384,-56.4628,0.999972,3.78182e-07,6.91341e-07,115000.0,8.7,55673.38933511,55673.39975178,ivo://eso.org/origfile?HARPS.2011-04-22T09:20:38.554_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:36:25.350&eso_download=file,ADP.2014-09-25T15:36:25.350
