COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,HD150139,251.36435,-71.83873,0.999972,3.78173e-07,6.913200000000001e-07,115000.0,28.0,55312.34573208,55312.34709327,ivo://eso.org/origfile?HARPS.2010-04-26T08:17:51.252_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:44:26.007&eso_download=file,ADP.2014-09-24T09:44:26.007
HARPS,HD150139,251.362907,-71.83929,0.999972,3.78185e-07,6.913310000000001e-07,115000.0,33.1,56374.42672291,56374.42776459,ivo://eso.org/origfile?HARPS.2013-03-23T10:14:28.859_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:07:53.007&eso_download=file,ADP.2014-10-06T10:07:53.007
HARPS,HD150139,251.3647,-71.83903,0.999972,3.78166e-07,6.91308e-07,115000.0,26.3,55329.29484422,55329.29692764,ivo://eso.org/origfile?HARPS.2010-05-13T07:04:34.541_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:44:45.360&eso_download=file,ADP.2014-09-24T09:44:45.360
HARPS,HD150139,251.364896,-71.83919,0.999972,3.7820800000000005e-07,6.91323e-07,115000.0,73.1,57434.36040141,57434.36179028,ivo://eso.org/origfile?HARPS.2016-02-16T08:38:58.682_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2016-02-17T01:02:17.737&eso_download=file,ADP.2016-02-17T01:02:17.737
HARPS,HD150139,251.364571,-71.83986,0.999972,3.78133e-07,6.912430000000001e-07,115000.0,41.5,56930.97688009,56930.97803751,ivo://eso.org/origfile?HARPS.2014-09-30T23:26:42.440_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-07T13:37:13.813&eso_download=file,ADP.2014-10-07T13:37:13.813
HARPS,HD150139,251.363476,-71.84053,0.999972,3.78198e-07,6.91306e-07,115000.0,15.8,57516.35304448,57516.35767409,ivo://eso.org/origfile?HARPS.2016-05-08T08:28:23.043_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2016-05-09T01:03:06.031&eso_download=file,ADP.2016-05-09T01:03:06.031
HARPS,HD150139,251.364873,-71.84132,0.999972,3.78207e-07,6.913160000000001e-07,115000.0,25.7,57499.36703909,57499.36761083,ivo://eso.org/origfile?HARPS.2016-04-21T08:48:32.177_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2016-04-22T01:02:12.023&eso_download=file,ADP.2016-04-22T01:02:12.023
HARPS,HD150139,251.365119,-71.84127,0.999972,3.78206e-07,6.91321e-07,115000.0,65.6,58160.34241886,58160.34380773,ivo://eso.org/origfile?HARPS.2018-02-11T08:13:04.990_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2018-02-12T01:02:31.388&eso_download=file,ADP.2018-02-12T01:02:31.388
HARPS,HD150139,251.366434,-71.84136,0.999972,3.78176e-07,6.912670000000001e-07,115000.0,117.7,57570.19220372,57570.20262037,ivo://eso.org/origfile?HARPS.2016-07-01T04:36:46.401_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2016-07-02T01:02:14.298&eso_download=file,ADP.2016-07-02T01:02:14.298
HARPS,HD150139,251.36702,-71.84027,0.999972,3.7817500000000004e-07,6.913200000000001e-07,115000.0,41.9,55311.38179539,55311.38289847,ivo://eso.org/origfile?HARPS.2010-04-25T09:09:47.122_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:42:35.893&eso_download=file,ADP.2014-09-24T09:42:35.893
HARPS,HD150139,251.366085,-71.84087,0.999972,3.7814600000000003e-07,6.91266e-07,115000.0,75.3,56848.16278203,56848.16816328,ivo://eso.org/origfile?HARPS.2014-07-10T03:54:24.367_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-07T08:35:34.283&eso_download=file,ADP.2014-10-07T08:35:34.283
HARPS,HD150139,251.366027,-71.8409,0.999972,3.78178e-07,6.91269e-07,115000.0,30.7,57933.22586426,57933.22725313,ivo://eso.org/origfile?HARPS.2017-06-29T05:25:14.672_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2017-06-30T01:02:03.379&eso_download=file,ADP.2017-06-30T01:02:03.379
HARPS,HD150139,251.366857,-71.84041,0.999972,3.78207e-07,6.91322e-07,115000.0,72.7,58161.34741726,58161.34880613,ivo://eso.org/origfile?HARPS.2018-02-12T08:20:16.851_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2018-02-13T01:01:54.091&eso_download=file,ADP.2018-02-13T01:01:54.091
HARPS,HD150139,251.3661,-71.8396,0.999972,3.7813999999999997e-07,6.91272e-07,115000.0,32.7,55013.23271129,55013.23381429,ivo://eso.org/origfile?HARPS.2009-07-01T05:35:06.255_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:03:21.783&eso_download=file,ADP.2014-09-23T11:03:21.783
HARPS,HD150139,251.365387,-71.83978,0.999972,3.78171e-07,6.91259e-07,115000.0,48.6,58678.14096936,58678.14235823,ivo://eso.org/origfile?HARPS.2019-07-14T03:22:59.753_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-07-15T01:11:53.989&eso_download=file,ADP.2019-07-15T01:11:53.989
HARPS,HD150139,251.369313,-71.84042,0.999972,3.78176e-07,6.91268e-07,115000.0,31.9,58299.24679944,58299.24818831,ivo://eso.org/origfile?HARPS.2018-06-30T05:55:23.472_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2018-07-01T01:02:22.019&eso_download=file,ADP.2018-07-01T01:02:22.019
HARPS,HD150139,251.37014,-71.84003,0.999972,3.7812599999999995e-07,6.912419999999999e-07,115000.0,72.0,55461.04888933,55461.059306,ivo://eso.org/origfile?HARPS.2010-09-22T01:10:24.038_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:43:18.610&eso_download=file,ADP.2014-09-24T09:43:18.610
HARPS,HD150139,251.35742,-71.8371,0.999972,3.7817700000000004e-07,6.91328e-07,115000.0,38.7,54559.30956363,54559.31011456,ivo://eso.org/origfile?HARPS.2008-04-03T07:25:46.298_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:16:48.073&eso_download=file,ADP.2014-09-18T12:16:48.073
HARPS,HD150139,251.36025,-71.83691,0.999972,3.78156e-07,6.91296e-07,115000.0,66.8,53886.2171973,53886.21858617,ivo://eso.org/origfile?HARPS.2006-05-31T05:12:45.847_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-16T11:07:43.760&eso_download=file,ADP.2014-09-16T11:07:43.760
HARPS,HD150139,251.35998,-71.83699,0.999972,3.78139e-07,6.91256e-07,115000.0,43.9,53944.04249497,53944.04527275,ivo://eso.org/origfile?HARPS.2006-07-28T01:01:11.565_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-16T11:06:12.787&eso_download=file,ADP.2014-09-16T11:06:12.787
HARPS,HD150139,251.35879,-71.83798,0.999972,3.78162e-07,6.91302e-07,115000.0,17.8,55338.22925854,55338.23063709,ivo://eso.org/origfile?HARPS.2010-05-22T05:30:07.938_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:43:22.610&eso_download=file,ADP.2014-09-24T09:43:22.610
HARPS,HD150139,251.36007,-71.83716,0.999972,3.7817399999999996e-07,6.91324e-07,115000.0,58.8,55303.3299344,55303.33572144,ivo://eso.org/origfile?HARPS.2010-04-17T07:55:06.332_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:44:30.833&eso_download=file,ADP.2014-09-24T09:44:30.833
HARPS,HD150139,251.36046,-71.83769,0.999972,3.7817700000000004e-07,6.913310000000001e-07,115000.0,46.9,54547.33044088,54547.33126843,ivo://eso.org/origfile?HARPS.2008-03-22T07:55:50.092_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:10:07.423&eso_download=file,ADP.2014-09-18T12:10:07.423
HARPS,HD150139,251.36074,-71.83685,0.999972,3.78163e-07,6.91309e-07,115000.0,33.6,54232.25255568,54232.25359738,ivo://eso.org/origfile?HARPS.2007-05-12T06:03:40.811_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-17T11:22:07.030&eso_download=file,ADP.2014-09-17T11:22:07.030
HARPS,HD150139,251.36829,-71.83503,0.999972,3.78167e-07,6.91318e-07,115000.0,41.3,54582.30855769,54582.30936903,ivo://eso.org/origfile?HARPS.2008-04-26T07:24:19.384_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:12:37.957&eso_download=file,ADP.2014-09-18T12:12:37.957
HARPS,HD150139,251.36814,-71.83427,0.999972,3.78128e-07,6.91249e-07,115000.0,40.7,54687.03003536,54687.03086291,ivo://eso.org/origfile?HARPS.2008-08-09T00:43:15.055_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:14:06.040&eso_download=file,ADP.2014-09-18T12:14:06.040
HARPS,HD150139,251.363449,-71.83838,0.999972,3.78145e-07,6.912670000000001e-07,115000.0,81.6,56847.1365037,56847.14188497,ivo://eso.org/origfile?HARPS.2014-07-09T03:16:33.920_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-07T08:34:01.100&eso_download=file,ADP.2014-10-07T08:34:01.100
HARPS,HD150139,251.359604,-71.83946,0.999972,3.78166e-07,6.91245e-07,115000.0,44.5,58338.01328372,58338.01675592,ivo://eso.org/origfile?HARPS.2018-08-08T00:19:07.713_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2018-08-09T01:02:13.514&eso_download=file,ADP.2018-08-09T01:02:13.514
HARPS,HD150139,251.3601,-71.83854,0.999972,3.78173e-07,6.91326e-07,115000.0,36.6,54873.37835211,54873.37906855,ivo://eso.org/origfile?HARPS.2009-02-11T09:04:49.622_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:02:05.613&eso_download=file,ADP.2014-09-23T11:02:05.613
HARPS,HD150139,251.35978,-71.8383,0.999972,3.78135e-07,6.912649999999999e-07,115000.0,45.4,55389.08971795,55389.09110684,ivo://eso.org/origfile?HARPS.2010-07-12T02:09:11.631_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-24T09:41:50.953&eso_download=file,ADP.2014-09-24T09:41:50.953
