COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,SW1335-1730,203.759631,-17.50498,0.999972,3.78154e-07,6.9129e-07,115000.0,14.0,56032.32334652,56032.33376318,ivo://eso.org/origfile?HARPS.2012-04-15T07:45:37.139_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:52:08.483&eso_download=file,ADP.2014-09-26T16:52:08.483
HARPS,SW1335-1730,203.759815,-17.50492,0.999972,3.7815499999999996e-07,6.9129e-07,115000.0,14.8,56032.31256456,56032.32298116,ivo://eso.org/origfile?HARPS.2012-04-15T07:30:05.578_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:52:53.993&eso_download=file,ADP.2014-09-26T16:52:53.993
HARPS,SW1335-1730,203.759987,-17.50489,0.999972,3.78156e-07,6.9129e-07,115000.0,15.5,56032.30178399,56032.31220059,ivo://eso.org/origfile?HARPS.2012-04-15T07:14:34.137_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:54:49.673&eso_download=file,ADP.2014-09-26T16:54:49.673
HARPS,SW1335-1730,203.759909,-17.50448,0.999972,3.7815499999999996e-07,6.9129e-07,115000.0,15.8,56032.29099115,56032.30140775,ivo://eso.org/origfile?HARPS.2012-04-15T06:59:01.635_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:55:08.480&eso_download=file,ADP.2014-09-26T16:55:08.480
HARPS,SW1335-1730,203.758284,-17.50289,0.999972,3.78154e-07,6.91291e-07,115000.0,12.3,56032.14826535,56032.15405232,ivo://eso.org/origfile?HARPS.2012-04-15T03:33:30.126_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:50:56.243&eso_download=file,ADP.2014-09-26T16:50:56.243
HARPS,SW1335-1730,203.758684,-17.50187,0.999972,3.78158e-07,6.91291e-07,115000.0,15.3,56032.20341584,56032.21036028,ivo://eso.org/origfile?HARPS.2012-04-15T04:52:55.129_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:51:02.770&eso_download=file,ADP.2014-09-26T16:51:02.770
HARPS,SW1335-1730,203.758366,-17.5025,0.999972,3.78158e-07,6.91294e-07,115000.0,9.2,56029.27489694,56029.28184131,ivo://eso.org/origfile?HARPS.2012-04-12T06:35:51.096_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:51:16.883&eso_download=file,ADP.2014-09-26T16:51:16.883
HARPS,SW1335-1730,203.759096,-17.5036,0.999972,3.78154e-07,6.91291e-07,115000.0,12.6,56031.28953504,56031.29647942,ivo://eso.org/origfile?HARPS.2012-04-14T06:56:55.827_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:51:23.393&eso_download=file,ADP.2014-09-26T16:51:23.393
HARPS,SW1335-1730,203.758841,-17.50173,0.999972,3.78156e-07,6.91291e-07,115000.0,15.3,56032.22536647,56032.23231085,ivo://eso.org/origfile?HARPS.2012-04-15T05:24:31.663_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:51:34.907&eso_download=file,ADP.2014-09-26T16:51:34.907
HARPS,SW1335-1730,203.758496,-17.502,0.999972,3.7815499999999996e-07,6.91291e-07,115000.0,15.3,56032.18879964,56032.19574402,ivo://eso.org/origfile?HARPS.2012-04-15T04:31:52.289_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:51:44.867&eso_download=file,ADP.2014-09-26T16:51:44.867
