COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,HIP-96160,293.289431,-54.53378,0.999972,3.7818799999999997e-07,6.91345e-07,115000.0,93.2,56378.40253144,56378.41294812,ivo://eso.org/origfile?HARPS.2013-03-27T09:39:38.716_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:07:59.107&eso_download=file,ADP.2014-10-06T10:07:59.107
HARPS,HIP-96160,293.288979,-54.5345,0.999972,3.7817500000000004e-07,6.91264e-07,115000.0,130.8,57229.20102521,57229.21144186,ivo://eso.org/origfile?HARPS.2015-07-26T04:49:28.578_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2015-07-27T13:30:48.790&eso_download=file,ADP.2015-07-27T13:30:48.790
HARPS,HIP96160,293.28932,-54.53218,0.999972,3.78159e-07,6.91244e-07,115000.0,88.8,58713.25138306,58713.26179971,ivo://eso.org/origfile?HARPS.2019-08-18T06:01:59.496_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-08-19T01:02:14.781&eso_download=file,ADP.2019-08-19T01:02:14.781
HARPS,HIP-96160,293.285246,-54.5323,0.999972,3.7812900000000004e-07,6.91232e-07,115000.0,35.2,56961.00250764,56961.01292433,ivo://eso.org/origfile?HARPS.2014-10-31T00:03:36.660_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-31T18:00:35.587&eso_download=file,ADP.2014-10-31T18:00:35.587
HARPS,HIP-96160,293.285789,-54.53438,0.999972,3.7812700000000003e-07,6.912430000000001e-07,115000.0,81.4,56165.12399498,56165.13441165,ivo://eso.org/origfile?HARPS.2012-08-26T02:58:33.166_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:53:43.127&eso_download=file,ADP.2014-09-26T16:53:43.127
HARPS,HIP-96160,293.285542,-54.53361,0.999972,3.78128e-07,6.9123e-07,115000.0,38.2,56557.08323154,56557.09364821,ivo://eso.org/origfile?HARPS.2013-09-22T01:59:51.205_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:03:54.550&eso_download=file,ADP.2014-10-06T10:03:54.550
HARPS,HIP-96160,293.286241,-54.53471,0.999972,3.78153e-07,6.912820000000001e-07,115000.0,89.8,56485.21376392,56485.2241806,ivo://eso.org/origfile?HARPS.2013-07-12T05:07:49.203_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:04:25.543&eso_download=file,ADP.2014-10-06T10:04:25.543
HARPS,HIP-96160,293.286005,-54.53509,0.999972,3.7815499999999996e-07,6.912770000000001e-07,115000.0,89.4,56490.19057832,56490.20099499,ivo://eso.org/origfile?HARPS.2013-07-17T04:34:25.967_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:04:40.343&eso_download=file,ADP.2014-10-06T10:04:40.343
HARPS,HIP-96160,293.286386,-54.53505,0.999972,3.78156e-07,6.91281e-07,115000.0,100.6,56486.19194847,56486.20236514,ivo://eso.org/origfile?HARPS.2013-07-13T04:36:24.348_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:05:34.043&eso_download=file,ADP.2014-10-06T10:05:34.043
HARPS,HIP-96160,293.285983,-54.53436,0.999972,3.78153e-07,6.91278e-07,115000.0,79.7,56489.18426222,56489.19467889,ivo://eso.org/origfile?HARPS.2013-07-16T04:25:20.256_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:05:38.893&eso_download=file,ADP.2014-10-06T10:05:38.893
