COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,Gl341,140.399599,-60.28442,0.999972,3.7817700000000004e-07,6.91313e-07,115000.0,52.4,56283.31536065,56283.32577733,ivo://eso.org/origfile?HARPS.2012-12-22T07:34:07.160_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:52:21.230&eso_download=file,ADP.2014-09-26T16:52:21.230
HARPS,Gl341,140.402053,-60.28457,0.999972,3.78171e-07,6.91312e-07,115000.0,20.0,56304.30312562,56304.3135423,ivo://eso.org/origfile?HARPS.2013-01-12T07:16:30.054_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-06T10:04:28.223&eso_download=file,ADP.2014-10-06T10:04:28.223
HARPS,HD304636,140.403852,-60.28349,0.999972,3.7814299999999995e-07,6.91269e-07,115000.0,28.3,55691.01561134,55691.01878495,ivo://eso.org/origfile?HARPS.2011-05-10T00:22:28.820_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:32:41.487&eso_download=file,ADP.2014-09-25T15:32:41.487
HARPS,HD304636,140.404381,-60.28271,0.999972,3.78161e-07,6.91312e-07,115000.0,46.1,55584.25554441,55584.26596114,ivo://eso.org/origfile?HARPS.2011-01-23T06:07:59.037_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:33:28.597&eso_download=file,ADP.2014-09-25T15:33:28.597
HARPS,Gl341,140.404146,-60.28258,0.999972,3.7814800000000003e-07,6.91291e-07,115000.0,40.0,55640.1238543,55640.13427106,ivo://eso.org/origfile?HARPS.2011-03-20T02:58:21.012_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:36:40.917&eso_download=file,ADP.2014-09-25T15:36:40.917
HARPS,Gl341,140.405,-60.28319,0.999972,3.7817e-07,6.91313e-07,115000.0,39.4,52996.26896492,52996.27938153,ivo://eso.org/origfile?HARPS.2003-12-23T06:27:18.569_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-29T13:27:14.857&eso_download=file,ADP.2014-09-29T13:27:14.857
HARPS,Gl341,140.40323,-60.28218,0.999972,3.78139e-07,6.91271e-07,115000.0,24.2,54956.09021351,54956.10063018,ivo://eso.org/origfile?HARPS.2009-05-05T02:09:54.447_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-23T11:03:20.370&eso_download=file,ADP.2014-09-23T11:03:20.370
HARPS,HD304636,140.403725,-60.28254,0.999972,3.7815e-07,6.91296e-07,115000.0,52.9,55629.12934766,55629.1397644,ivo://eso.org/origfile?HARPS.2011-03-09T03:06:15.638_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:36:22.137&eso_download=file,ADP.2014-09-25T15:36:22.137
HARPS,Gl341,140.403084,-60.28283,0.999972,3.78141e-07,6.91274e-07,115000.0,63.7,55677.99489539,55678.00531206,ivo://eso.org/origfile?HARPS.2011-04-26T23:52:38.962_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-25T15:36:50.187&eso_download=file,ADP.2014-09-25T15:36:50.187
HARPS,Gl341,140.402348,-60.2829,0.999972,3.7814400000000003e-07,6.9127e-07,115000.0,42.3,56054.03729303,56054.04770962,ivo://eso.org/origfile?HARPS.2012-05-07T00:53:42.118_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-26T16:52:27.040&eso_download=file,ADP.2014-09-26T16:52:27.040
HARPS,HD304636,140.40226,-60.28302,0.999972,3.78164e-07,6.91313e-07,115000.0,28.9,53372.26549356,53372.26864955,ivo://eso.org/origfile?HARPS.2005-01-02T06:22:18.644_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-10-02T10:01:49.517&eso_download=file,ADP.2014-10-02T10:01:49.517
