COLLECTION,TARGETNAME,s_ra,s_dec,APERTURE,em_min,em_max,SPECRP,SNR,t_min,t_max,CREATORDID,access_url,dp_id
HARPS,GJ4230B,328.72813,-77.33064,0.999972,3.78161e-07,6.91287e-07,115000.0,6.6,54658.40059802,54658.41101469,ivo://eso.org/origfile?HARPS.2008-07-11T09:36:51.669_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:11:23.763&eso_download=file,ADP.2014-09-18T12:11:23.763
HARPS,GJ4230B,328.72621,-77.33028,0.999972,3.78154e-07,6.912949999999999e-07,115000.0,5.0,54645.38899659,54645.39362622,ivo://eso.org/origfile?HARPS.2008-06-28T09:20:09.305_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2014-09-18T12:13:14.887&eso_download=file,ADP.2014-09-18T12:13:14.887
